"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBaths","Remod","HAge","NewH","TotalSqFt","TotalPorchSF","Id"
"2763","1 story 1946 & newer","RL",80,10800,1,"None",3,"Lvl","Inside",2,"NAmes","PosA","Norm","1Fam","1Story",6,6,1961,1992,"Gable","CompShg","HdBoard","HdBoard",1,104,3,3,"CBlock",3,3,1,3,913,1,0,400,1313,"GasA",3,1,"SBrkr",1773,0,0,1773,1,0,2,0,3,1,3,6,5,2,3,"Attchd",1961,2,2,418,3,3,2,355,98,0,0,144,0,0,"None","None",0,"8","2006","WD","Normal",NA,3,1,14,0,3086,242,2763
"2764","1 story 1946 & newer","RL",86,11650,1,"None",3,"Lvl","Corner",2,"NAmes","PosA","Norm","1Fam","1Story",7,5,1959,1959,"Hip","CompShg","Plywood","Plywood",0,58,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",4,1,"FuseA",1472,0,0,1472,0,0,2,0,2,1,4,5,7,1,4,"Attchd",1959,1,2,484,3,3,2,0,68,0,0,227,0,0,"None","None",0,"6","2006","WD","Normal",NA,2,0,47,0,1472,295,2764
"2765","2 story 1946 & newer","RL",85,18275,1,"None",2,"HLS","Inside",2,"NAmes","Norm","Norm","1Fam","2Story",7,8,1962,1998,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,4,5,636,1,0,802,1438,"GasA",3,1,"SBrkr",1900,548,0,2448,1,0,3,0,3,1,3,9,7,2,4,"Attchd",1962,2,2,441,3,3,2,520,102,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",NA,4,1,8,0,3886,102,2765
"2766","1.5 story fin all ages","RL",60,12144,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1.5Fin",4,6,1950,1950,"Gable","CompShg","BrkComm","Wd Sdng",0,0,3,3,"CBlock",3,3,1,3,455,1,0,455,910,"GasA",4,1,"SBrkr",910,611,0,1521,0,0,1,1,3,1,4,6,5,0,0,"Detchd",1950,1,1,597,2,3,2,199,0,168,0,0,0,0,"None","None",0,"9","2006","WD","Normal",NA,1.5,0,56,0,2431,168,2766
"2767","duplex all style/age","RL",60,8544,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","Duplex","1Story",3,4,1950,1950,"Gable","CompShg","BrkFace","Stone",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"Wall",2,0,"FuseF",1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,"Detchd",1950,1,2,400,3,2,2,0,0,0,0,0,0,0,"None","None",0,"12","2006","WD","Normal",NA,2,0,56,0,1040,0,2767
"2768","duplex all style/age","RL",75,8512,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","Duplex","1Story",5,5,1960,1960,"Hip","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,2,1,1,0,1,0,1556,1556,"GasA",3,1,"SBrkr",1556,0,0,1556,0,0,2,0,4,2,3,8,7,0,0,"No Garage",1960,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",NA,2,0,46,0,3112,0,2768
"2769","1 story 1946 & newer","RL",70,7000,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,4,1961,1961,"Hip","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,6,781,1,0,369,1150,"GasA",3,1,"SBrkr",1150,0,0,1150,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1961,2,1,288,3,3,2,0,0,0,0,162,0,0,"None","None",0,"7","2006","WD","Normal",NA,1,0,45,0,2300,162,2769
"2770","1 story 1946 & newer","RL",74,7400,1,"None",3,"Lvl","Corner",2,"NAmes","Artery","Norm","1Fam","1Story",7,6,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,2,809,1,0,236,1045,"GasA",4,1,"SBrkr",1045,0,0,1045,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1962,1,2,528,3,3,2,0,0,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",NA,2,0,44,0,2090,0,2770
"2771","1 story 1946 & newer","RL",70,7000,1,"None",3,"Lvl","Inside",2,"NAmes","Artery","Norm","1Fam","1Story",5,6,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,4,468,1,0,396,864,"GasA",4,1,"SBrkr",864,0,0,864,0,1,1,0,3,1,3,5,7,0,0,"Attchd",1962,1,1,336,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"2","2006","WD","Normal",NA,1.5,0,44,0,1728,0,2771
"2772","2 family conversion-all styles/ages","RL",70,7000,1,"None",3,"Lvl","Inside",2,"NAmes","Artery","Norm","2fmCon","SFoyer",5,5,1962,1962,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,3,5,953,1,0,72,1025,"GasA",3,1,"SBrkr",1025,0,0,1025,1,0,1,0,3,1,3,6,7,0,0,"No Garage",1962,0,0,0,0,0,2,96,80,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",NA,2,0,44,0,2050,80,2772
"2773","2 story 1945 & older","RM",62,9856,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",5,8,1900,2005,"Hip","CompShg","CemntBd","CmentBd",0,0,4,4,"PConc",2,3,1,1,0,1,0,716,716,"GasA",5,1,"FuseA",1007,1007,0,2014,0,0,2,0,5,1,3,8,7,0,0,"Detchd",1900,1,2,624,3,3,2,0,72,167,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2,1,1,0,2730,239,2773
"2774","1.5 story fin all ages","RM",60,9600,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd",2,264,3,3,"CBlock",3,3,1,3,276,1,0,936,1212,"GasA",4,1,"FuseA",1226,442,0,1668,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1948,1,1,240,3,3,2,0,0,140,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,2,1,56,0,2880,140,2774
"2775","1.5 story fin all ages","RM",60,5520,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1920,1980,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,2,1,2,284,1,0,863,1147,"GasA",3,0,"SBrkr",1147,510,0,1657,0,0,1,0,4,1,2,9,7,1,3,"Detchd",1920,1,1,162,2,2,0,0,0,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,1,1,26,0,2804,0,2775
"2776","1.5 story fin all ages","RM",60,9600,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1900,2004,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,3,381,1,0,399,780,"GasA",5,1,"SBrkr",940,476,0,1416,0,1,1,0,3,1,4,7,7,0,0,"Detchd",1956,1,2,400,3,3,2,0,24,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,1.5,1,2,0,2196,24,2776
"2777","2 story 1945 & older","RM",58,6451,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",7,7,1900,1970,"Gable","CompShg","AsbShng","Wd Sdng",0,0,3,3,"Stone",3,3,1,3,208,1,0,504,712,"GasA",4,1,"SBrkr",848,580,0,1428,1,0,1,0,4,1,3,7,7,0,0,"Detchd",1985,3,2,576,3,3,2,264,0,84,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,2,1,36,0,2140,84,2777
"2778","2 story 1945 & older","RM",66,3960,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",7,8,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,502,502,"GasA",3,0,"SBrkr",502,502,0,1004,0,0,1,0,2,1,4,5,7,1,1,"Detchd",1930,1,1,200,2,3,0,280,0,68,0,0,0,0,"MnPrv","None",0,"7","2006","WD","Normal",NA,1,1,56,0,1506,68,2778
"2779","2 family conversion-all styles/ages","RM",56,7745,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","2fmCon","1.5Fin",4,6,1900,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,4,3,"PConc",3,3,1,1,0,1,0,938,938,"GasA",4,0,"SBrkr",1084,867,0,1951,0,0,2,0,4,2,2,9,7,0,0,"Detchd",1993,1,2,576,3,3,1,0,6,28,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,2,1,56,0,2889,34,2779
"2780","1 story 1945 & older","RM",56,7741,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",6,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,1,4,143,3,72,817,1032,"GasA",4,0,"FuseA",1032,0,0,1032,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1995,1,1,280,3,3,2,0,0,112,0,0,0,0,"MnPrv","None",0,"6","2006","COD","Abnorml",NA,1,1,56,0,2064,112,2780
"2781","1 story 1945 & older","RM",50,5633,1,"Pave",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","Stucco",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,844,844,"GasA",3,1,"SBrkr",844,0,0,844,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1925,1,1,216,3,3,0,50,81,123,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,1,1,56,0,1688,204,2781
"2782","1 story 1946 & newer","RM",60,7200,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,1,0,1,0,576,576,"GasA",5,1,"SBrkr",864,0,0,864,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1952,2,1,528,3,3,2,0,0,0,0,115,0,0,"None","None",0,"8","2006","COD","Normal",NA,1,0,56,0,1440,115,2782
"2783","2 story 1945 & older","RM",42,7614,1,"Grvl",3,"Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2Story",3,5,1905,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,2,1,0,1,0,738,738,"GasA",4,1,"FuseA",714,662,0,1376,0,0,1,0,2,1,3,7,7,0,0,"Detchd",1930,1,1,216,3,3,0,0,0,104,0,225,0,0,"None","None",0,"3","2006","WD","Normal",NA,1,1,56,0,2114,329,2783
"2784","2 family conversion-all styles/ages","RM",50,6000,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","2fmCon","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,3,6,576,1,0,384,960,"GasA",3,1,"FuseA",960,0,0,960,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1976,1,2,576,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2,0,51,0,1920,0,2784
"2785","1.5 story fin all ages","RM",50,6000,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","MetalSd","MetalSd",1,145,3,4,"PConc",3,3,1,1,0,1,0,816,816,"GasA",5,1,"SBrkr",816,750,0,1566,0,0,1,1,5,1,4,7,7,0,0,"Detchd",1976,1,2,450,3,3,2,24,0,296,0,0,0,0,"MnPrv","None",0,"8","2006","WD","Normal",NA,1.5,1,56,0,2382,296,2785
"2786","1 story 1945 & older","RM",52,7830,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",3,5,1921,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,3,3,"BrkTil",2,3,1,2,416,1,0,76,492,"GasA",3,1,"SBrkr",492,0,0,492,1,0,1,0,1,1,3,3,7,0,0,"Detchd",1921,1,1,200,2,3,0,0,0,78,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2,1,56,0,984,78,2786
"2787","1.5 story fin all ages","RM",56,9576,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1945,1950,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",2,3,1,3,310,1,0,460,770,"GasA",3,1,"SBrkr",885,297,0,1182,0,0,1,1,3,1,3,5,7,0,0,"Detchd",1945,1,1,378,2,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"5","2006","WD","Normal",NA,1.5,1,56,0,1952,0,2787
"2788","1 story 1945 & older","RM",48,5747,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",3,4,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,3,1,1,0,1,0,798,798,"GasA",4,1,"SBrkr",840,0,0,840,0,0,1,0,2,1,2,5,7,0,0,"Detchd",1938,1,1,250,3,2,0,112,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,1,1,56,0,1638,0,2788
"2789","2.5 story all ages","RM",70,6300,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1910,2005,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,1226,1226,"GasA",5,1,"SBrkr",1226,878,0,2104,0,0,2,0,5,1,3,9,7,0,0,"Detchd",1910,1,2,432,2,3,1,0,341,88,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,2,1,1,0,3330,429,2789
"2790","duplex all style/age","RM",33,5976,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","Duplex","2Story",5,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,3,1,1,0,1,0,624,624,"GasA",4,0,"FuseA",624,624,0,1248,0,0,2,0,2,2,3,8,7,0,0,"No Garage",1920,0,0,0,0,0,0,0,130,256,0,0,0,0,"None","None",0,"12","2006","WD","Normal",NA,2,1,56,0,1872,386,2790
"2791","1 story 1946 & newer","RM",65,9750,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,1,0,1,0,960,960,"GasA",5,1,"SBrkr",960,0,0,960,0,0,1,0,3,1,3,5,7,0,0,"Detchd",2002,1,2,624,3,3,2,0,0,0,0,0,0,0,"None","Gar2",4500,"7","2006","WD","Normal",NA,1,0,48,0,1920,0,2791
"2792","1.5 story fin all ages","C (all)",63,4761,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","1.5Unf",3,3,1918,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,2,2,"BrkTil",3,2,1,1,0,1,0,1020,1020,"GasA",2,0,"FuseP",1020,0,0,1020,0,0,1,0,2,1,2,5,7,0,0,"No Garage",1918,0,0,0,0,0,0,0,0,105,0,0,0,0,"None","None",0,"10","2006","ConLD","Normal",NA,1,1,56,0,2040,105,2792
"2793","2 story 1945 & older","RL",69,11737,1,"None",2,"Bnk","Inside",2,"BrkSide","Norm","Norm","1Fam","2Story",6,7,1924,1996,"Gambrel","CompShg","BrkComm","Stucco",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,848,848,"GasW",3,0,"SBrkr",1017,810,0,1827,0,0,1,0,2,1,3,9,7,1,4,"Detchd",1943,1,1,240,2,3,2,27,36,42,0,0,0,0,"GdPrv","None",0,"5","2006","WD","Normal",NA,1,1,10,0,2675,78,2793
"2794","1.5 story fin all ages","RM",51,6120,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",3,5,1930,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,4,3,"CBlock",3,3,1,3,347,1,0,381,728,"GasA",5,1,"SBrkr",728,434,0,1162,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1930,1,1,258,2,1,2,0,24,0,0,0,0,0,"None","None",0,"11","2006","ConLI","Abnorml",NA,2,1,56,0,1890,24,2794
"2795","1.5 story fin all ages","RM",51,6120,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1984,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"BrkTil",3,3,1,1,0,1,0,741,741,"GasA",4,1,"SBrkr",741,583,0,1324,0,0,1,0,3,1,4,7,7,0,0,"Detchd",1930,1,1,180,2,3,2,0,0,55,0,0,0,0,"None","None",0,"2","2006","WD","Normal",NA,1,1,22,0,2065,55,2795
"2796","1 story 1945 & older","RL",50,11672,1,"Pave",1,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1Story",5,5,1925,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,816,816,"GasA",3,1,"FuseA",816,0,0,816,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1925,1,1,210,2,2,0,168,0,112,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,1,1,56,0,1632,112,2796
"2797","1.5 story fin all ages","RM",90,33120,1,"None",0,"Lvl","Inside",2,"OldTown","RRAn","Feedr","1Fam","1.5Fin",6,5,1962,1962,"Gable","CompShg","BrkFace","Wd Sdng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1595,1595,"GasA",3,1,"SBrkr",1611,875,0,2486,0,0,2,0,5,1,3,8,7,1,4,"Detchd",1962,1,2,576,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10","2006","WD","Normal",NA,2,0,44,0,4081,0,2797
"2798","1.5 story fin all ages","RM",60,10320,1,"Grvl",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1924,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,596,596,"GasA",1,1,"FuseF",834,596,0,1430,0,0,2,0,3,1,2,7,7,0,0,"Detchd",1924,1,2,370,2,2,2,218,0,0,0,210,0,0,"None","None",0,"10","2006","WD","Abnorml",NA,2,1,56,0,2026,210,2798
"2799","2 story 1945 & older","RM",60,7518,1,"None",3,"Lvl","FR3",2,"IDOTRR","Norm","Norm","1Fam","2Story",5,8,1910,2004,"Gable","CompShg","AsbShng","Plywood",0,0,2,4,"BrkTil",2,2,1,1,0,1,0,396,396,"GasA",4,1,"SBrkr",665,665,0,1330,0,0,1,0,3,1,3,7,7,0,0,"Detchd",2001,1,1,390,3,3,0,0,72,45,0,0,0,0,"MnPrv","None",0,"7","2006","WD","Normal",NA,1,1,2,0,1726,117,2799
"2800","1 story 1945 & older","RM",50,9000,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1Story",5,4,1919,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,610,610,"GasA",5,0,"FuseA",819,0,0,819,0,0,1,0,2,1,4,4,7,0,0,"No Garage",1919,0,0,0,0,0,0,0,0,0,0,0,0,0,"None","None",0,"9","2006","WD","Abnorml",NA,1,1,56,0,1429,0,2800
"2801","1 story 1945 & older","RM",60,7200,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","1Story",6,6,1930,1950,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"BrkTil",3,3,1,2,343,1,0,641,984,"GasA",3,1,"FuseF",984,0,0,984,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1930,1,1,308,3,3,0,0,0,164,0,0,0,0,"None","None",0,"3","2006","ConLI","Family",NA,1,1,56,0,1968,164,2801
"2802","1.5 story fin all ages","RL",82,12375,1,"None",3,"Lvl","Inside",2,"Sawyer","Feedr","Norm","1Fam","1.5Fin",5,5,1951,1951,"Gable","CompShg","HdBoard","HdBoard",2,41,3,2,"CBlock",3,3,1,4,329,1,0,477,806,"GasA",3,1,"SBrkr",1081,341,0,1422,1,0,1,0,3,1,3,7,7,1,3,"Detchd",1951,1,1,288,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"6","2006","WD","Normal",NA,2,0,55,0,2228,0,2802
"2803","duplex all style/age","RL",120,11136,1,"None",3,"Lvl","Corner",2,"Sawyer","Feedr","Feedr","Duplex","1Story",6,5,1964,1964,"Gable","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1921,1921,"GasA",3,1,"SBrkr",1921,0,0,1921,0,0,2,0,4,2,3,8,7,0,0,"Detchd",1964,1,2,576,3,3,2,0,180,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,2,0,42,0,3842,180,2803
"2804","1 story 1946 & newer","RL",100,21370,1,"None",3,"Lvl","FR2",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Gable","CompShg","Wd Sdng","MetalSd",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,1,"FuseA",1640,0,0,1640,0,0,1,0,3,1,3,7,6,1,4,"Attchd",1950,2,2,394,3,3,2,0,0,225,0,0,0,0,"None","Shed",600,"6","2006","WD","Normal",NA,1,0,56,0,1640,225,2804
"2805","1 story 1945 & older","RL",55,8250,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,7,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,0,"SBrkr",1032,0,0,1032,0,0,1,0,2,1,3,6,7,1,3,"Detchd",1939,1,1,260,3,3,2,0,0,121,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,1,1,56,0,1032,121,2805
"2806","1 story 1945 & older","RL",50,5220,1,"None",2,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","1Story",5,3,1936,1950,"Gable","CompShg","Wd Sdng","Wd Shng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,830,830,"GasA",4,1,"SBrkr",879,0,0,879,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1936,1,1,180,3,3,1,0,108,0,0,0,0,0,"None","None",0,"1","2006","WD","Normal",NA,1,1,56,0,1709,108,2806
"2807","1 story 1946 & newer","RL",50,5500,1,"None",3,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Shed","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,4,2,6,510,2,373,190,1073,"GasA",5,1,"SBrkr",1073,0,0,1073,1,0,2,0,2,1,3,4,7,0,0,"Detchd",2004,1,1,246,3,3,2,0,120,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,3,0,2,0,2146,120,2807
"2808","1 story 1946 & newer","RL",68,11327,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard",1,305,3,3,"CBlock",3,3,3,5,779,1,0,285,1064,"GasA",3,1,"SBrkr",1064,0,0,1064,0,1,1,0,3,1,3,6,7,1,3,"Attchd",1967,1,2,528,3,3,2,314,48,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,1.5,0,39,0,2128,48,2808
"2809","split/multi level","RL",80,10366,1,"None",2,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","SLvl",6,7,1964,1964,"Gable","CompShg","HdBoard","Plywood",0,0,3,4,"CBlock",3,3,3,6,456,1,0,456,912,"GasA",3,1,"SBrkr",934,0,0,934,0,1,1,0,2,1,3,4,7,0,0,"Attchd",1964,1,1,336,3,3,2,77,0,0,0,0,0,0,"GdPrv","Shed",500,"7","2006","WD","Normal",NA,1.5,0,42,0,1846,0,2809
"2810","1 story 1946 & newer","RL",75,9000,1,"None",3,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,1966,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,1,5,773,1,0,286,1059,"GasA",4,1,"SBrkr",1059,0,0,1059,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1966,3,1,286,3,3,2,0,88,0,0,0,0,0,"GdWo","None",0,"6","2006","WD","Abnorml",NA,2,0,40,0,2118,88,2810
"2811","1 story 1946 & newer","RL",74,9535,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard",1,450,3,3,"CBlock",3,3,1,4,194,2,982,0,1176,"GasA",3,1,"SBrkr",1458,0,0,1458,1,0,1,1,3,1,3,7,7,1,3,"Attchd",1967,1,2,512,3,3,2,284,0,0,0,0,0,0,"MnPrv","None",0,"7","2006","WD","Normal",NA,2.5,0,39,0,2634,0,2811
"2812","split/multi level","RL",59,7176,1,"None",2,"Lvl","CulDSac",2,"Sawyer","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard",1,200,3,3,"CBlock",3,4,4,6,794,1,0,166,960,"GasA",2,1,"SBrkr",1040,0,0,1040,1,0,1,0,3,1,3,6,7,1,2,"Detchd",1979,1,2,616,3,3,2,131,0,0,0,180,0,0,"GdPrv","None",0,"7","2006","WD","Normal",NA,2,0,28,0,2000,180,2812
"2813","duplex all style/age","RL",99,9662,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","Duplex","1Story",5,4,1977,1977,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",4,3,1,1,0,1,0,1967,1967,"GasA",3,1,"SBrkr",1967,0,0,1967,0,0,2,0,6,2,3,10,7,0,0,"Attchd",1977,3,2,580,3,3,2,170,0,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",NA,2,0,29,0,3934,0,2813
"2814","duplex all style/age","RL",75,8235,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","Duplex","1Story",5,4,1977,1977,"Gable","CompShg","Plywood","Plywood",1,99,3,3,"CBlock",3,3,1,3,483,1,0,1466,1949,"GasA",3,1,"SBrkr",1949,0,0,1949,0,0,2,0,6,2,3,10,7,0,0,"Attchd",1977,2,2,586,3,3,2,32,0,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,2,0,29,0,3898,0,2814
